query_id,input_text,retrieved_indices,retrieved_scores,method
229,보타이를 하다.,"[30, 95, 5, 70, 38, 103, 52, 117, 46, 111, 163, 160, 161, 162]","[169.0, 169.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
230,댑싸리에 꽃이 폈다.,"[7, 72, 30, 46, 95, 111, 43, 108, 163, 26, 91, 131, 39, 104, 23, 88]","[171.0, 171.0, 169.0, 169.0, 169.0, 169.0, 91.0, 91.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
231,그때는 공무원 시험을 보려고 공부를 했었었다.,"[160, 161, 162, 163, 4, 69, 144]","[82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
232,형제끼리 싸우면 안 되지.,"[31, 96, 163, 23, 88, 160, 161, 162]","[99.0, 99.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
233,그때 그 사람 병원에서 일한다고 했든가?,"[160, 161, 162, 148, 30, 95, 45, 110, 163, 58, 123, 59, 124, 145, 152]","[137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
234,담벼락의 낙서가 지워 졌다.,"[7, 46, 72, 111, 160, 163]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
235,그는 갓 태어난 병아리 중 암병아리만 골라 냈다.,"[160, 161, 162, 30, 95, 45, 110, 17, 82, 10, 75]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
236,이 사탕은 딸기 맛이 난다.,"[160, 161, 162, 163, 13, 78, 5, 70, 14, 79]","[137.0, 137.0, 137.0, 137.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
237,이상한 핑게 대지 마.,"[160, 163, 63, 128, 161, 162, 168]","[82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 72.0]",method1_keyword_rule_based
238,남자친구하고 얼마나 만났어요?,"[58, 123, 163, 46, 111, 145, 160]","[91.0, 91.0, 77.0, 77.0, 77.0, 76.0, 72.0]",method1_keyword_rule_based
239,이제는 김 선생님 쪽 하고만 이야기하면 된다.,"[4, 69, 14, 79, 149, 160, 161, 162, 163, 141, 59, 124, 138, 144, 146, 150]","[137.0, 137.0, 99.0, 99.0, 91.0, 82.0, 82.0, 82.0, 82.0, 76.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
240,"엄마는 늘 '내가 해라, 저가 해라' 시킨다.","[46, 111, 5, 70, 163, 14, 79, 7, 72, 13, 78, 21, 86, 24, 89, 39, 104, 42, 107, 156, 27, 92, 40, 105, 59, 124]","[137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 74.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
241,그 사람이 잠시 머물었던 곳이 바로 여기이다.,"[160, 161, 162, 148, 30, 95, 45, 110, 163, 58, 123, 59, 124, 145, 152, 149]","[137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
242,2개 이상에 해당할 경우 사후 관리 대상으로 한다.,"[46, 111, 4, 69, 5, 70, 19, 84, 23, 88, 28, 93, 31, 96, 32, 97, 33, 98, 160, 161, 162, 163, 14, 79]","[137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
243,바디로션을 발랐다.,[163],[82.0],method1_keyword_rule_based
244,끝없는 싸움이야. 영희야.,[140],[74.0],method1_keyword_rule_based
245,부모님 돌아가심에 통곡지 않을 자 있으랴.,"[27, 92, 28, 93, 23, 88, 53, 118, 5, 70, 163, 18, 83, 46, 111, 160, 161, 162, 13, 78, 14, 79, 145]","[101.0, 101.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 76.0]",method1_keyword_rule_based
246,남편이 손으로 가리킨 옷은 옆이 살짝 트인 스커트이다.,"[17, 82, 14, 79, 26, 91, 23, 88, 163, 46, 111]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
247,우리는 자랑스러운 우리나라의 명예를 위해 최선을 다할 것을 다짐했다.,"[13, 78, 148, 140, 145, 23, 88, 163, 160, 161, 162, 147, 46, 111]","[99.0, 99.0, 93.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 78.0, 72.0, 72.0]",method1_keyword_rule_based
248,언제든지 말해줄 수 있어요.,"[13, 78, 163, 10, 75, 14, 79, 17, 82, 46, 111, 145]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
249,"가위바위보를 4번 한 후, 각자 색칠한 칸 수를 곱셈으로 나타내고 계산한다.","[53, 118, 23, 88, 24, 89, 133, 46, 111, 163, 160, 36, 101, 5, 70, 14, 79, 22, 87]","[77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
250,"조금 뜬 기다란 눈, 짧고 넓적한 코에 입가에는 미소를 띤 온화한 인상이다.","[163, 14, 79]","[82.0, 82.0, 82.0]",method1_keyword_rule_based
251,뒤쪽 언덕배기(언덕빼기)에 장말손의 위패를 모시는 사당을 두었다.,"[13, 78, 56, 121, 14, 79, 7, 72]","[99.0, 99.0, 99.0, 99.0, 94.0, 94.0, 82.0, 82.0]",method1_keyword_rule_based
252,이럴 줄 알았으면 그때 끝낼걸.,"[160, 161, 162, 163, 14, 79, 42, 107, 2, 67, 11, 76]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
253,외적의 침입에 잘 대비토록 하시오.,"[160, 25, 90, 41, 106, 58, 123, 59, 124]","[82.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
254,지금은 통화 못한다고 해서 문자를 보냈어.,"[145, 140, 141, 160, 163, 14, 79]","[99.0, 89.0, 89.0, 82.0, 82.0, 74.0, 74.0]",method1_keyword_rule_based
255,예상지 못한 상황에 모두들 당황하였다.,"[8, 73, 42, 107, 13, 78, 52, 117, 59, 124]","[82.0, 82.0, 77.0, 77.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
256,하루 벌어 하루 먹고사는 그림쟁이일 뿐이다.,"[27, 92, 163, 160, 59, 124]","[94.0, 94.0, 82.0, 82.0, 74.0, 74.0]",method1_keyword_rule_based
257,그럼 나중에 봐요.,"[59, 124, 160, 161, 162, 46, 111, 163, 47, 112, 148]","[89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
258,이 문제는 고법(古法)인 <경제육전>과 모순되는 내용을 삭제하는 것으로 해결하였다.,"[160, 161, 162, 163, 5, 70, 14, 79, 59, 124]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0]",method1_keyword_rule_based
259,네가 내 입장이 돼 봐라.,"[7, 8, 72, 73, 163, 46, 111, 18, 83, 141, 145, 13, 78, 21, 86, 24, 89, 39, 104]","[137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
260,벽을 따라 담장덩굴이 촘촘하게도 자랐다.,"[30, 95, 5, 70, 13, 78, 21, 86, 14, 79, 163, 10, 75]","[169.0, 169.0, 137.0, 137.0, 94.0, 94.0, 89.0, 89.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
261,노고에 깊이 감사드립니다.,"[31, 96, 163, 160, 161, 162]","[169.0, 169.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
262,바야흐로 한국 문화 대 부흥의 시기가 왔다.,"[22, 87, 139, 152, 142, 160, 163]","[89.0, 89.0, 89.0, 74.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based
263,누나인 네가 참어라.,"[163, 7, 8, 72, 73, 46, 111, 18, 83, 141, 145, 160]","[137.0, 137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
264,티타임을 가졌다.,"[48, 113, 46, 111, 163]","[171.0, 171.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
265,아까 강의를 듣다 놀라서 멈췄는데 그 교수님이 '벼락치기'로만 하면 안 된다라고 하셨어.,"[30, 95, 39, 104, 160, 161, 162, 163]","[169.0, 169.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
266,"욕을 하지를 않나, 발로 차지를 않나?","[163, 46, 111, 160, 14, 79]","[82.0, 82.0, 82.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
267,햇님이 벌써 천에 떠 있다.,"[7, 72, 14, 79, 39, 104, 59, 124]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0]",method1_keyword_rule_based
268,암덩어리가 없어져야 할 텐데.,"[27, 92, 23, 88, 163, 160, 39, 104, 61, 126, 33, 98, 59, 124]","[94.0, 94.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
269,그 학생은 엄청난 과학 광이다.,"[160, 161, 162, 30, 95, 45, 110, 14, 79, 5, 70, 145]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
270,5년 이란 시간은 길다면 길고 짧다면 짧다.,"[160, 161, 162, 163, 15, 30, 80, 95]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
271,놀기만 하니까 성적이 뚝 떨어지잖아.,"[6, 71, 163, 160, 161, 145]","[77.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
272,이렇게 멋진 일은 당장 알려 줘야지.,"[5, 70, 24, 89, 30, 95, 42, 107, 56, 121]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
273,좋은 하루 되세요.,"[163, 7, 46, 72, 111]","[82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
274,지난주 노동량이 많았던 탓인지 몸살에 걸리고 말았다.,"[45, 110, 160, 163, 7, 72]","[77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
275,오늘 밥이 잘 됐다.,"[160, 161, 162, 163, 42, 107, 10, 75, 11, 76, 149, 25, 90, 41, 106, 58, 123, 59, 124]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
276,"성탄절 런던도, 눈 오는 사포로도 내 처음을 함께하는 거야.","[7, 72, 10, 75, 2, 67, 14, 79]","[82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
277,어제 올라온 컨텐츠 기획안 보셨나요?,"[14, 79, 30, 95, 44, 109, 160, 163]","[169.0, 169.0, 99.0, 99.0, 94.0, 94.0, 82.0, 82.0]",method1_keyword_rule_based
278,2023. 4. 17(월),"[17, 82, 24, 89, 54, 119, 59, 124]","[77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
279,뭐부터 먹어 볼까?,"[27, 92, 160, 58, 123, 132]","[169.0, 169.0, 82.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
280,무슨 말인지 한 번에 파악하지 못했다.,"[4, 69, 163, 10, 75, 13, 78, 14, 79, 17, 82, 23, 88, 24, 89, 133, 5, 70, 22, 87]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
281,단언컨대 오늘이 올 여름 가장 더운 날인 것 같다.,"[30, 95, 33, 98, 160, 161, 162, 163, 7, 55, 72, 120, 14, 79, 31, 96]","[82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
282,사진 뒷면에 무언가가 쓰여 있다.,"[163, 0, 65, 14, 79, 30, 95, 4, 69, 46, 111, 155, 156]","[82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 74.0, 74.0]",method1_keyword_rule_based
283,디지털 시대는 정보의 정확성이 중요하다.,"[160, 163, 14, 79, 142, 145]","[82.0, 82.0, 79.0, 79.0, 74.0, 74.0]",method1_keyword_rule_based
284,빨리빨리 해.,"[14, 46, 79, 111, 7, 72]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0]",method1_keyword_rule_based
285,표준 저항기는 다른 저항기의 비교 기준을 위한 표준으로 사용된다.,[163],[82.0],method1_keyword_rule_based
286,산타 할아버지께 편지 써야지.,"[39, 104, 14, 79, 155, 46, 111, 163, 160, 148, 161, 162]","[173.0, 173.0, 99.0, 99.0, 89.0, 82.0, 82.0, 82.0, 82.0, 78.0, 72.0, 72.0]",method1_keyword_rule_based
287,그는 그 소식을 듣고도 탄식지 않았다.,"[160, 161, 162, 14, 79, 30, 95, 45, 110, 8, 73, 163]","[137.0, 137.0, 137.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
288,"국립국어원 관계자님, 이런 서비스를 제공해주셔서 감사합니다.","[137, 160, 163, 161, 162]","[89.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
289,저는 뭔 일이 났구나. 하고 생각했어요.,"[28, 93, 163, 14, 79, 17, 82, 37, 53, 102, 118, 44, 109, 52, 117, 46, 111, 141, 151, 152]","[82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 76.0, 74.0, 74.0]",method1_keyword_rule_based
290,그 치는 속아지가 영 불퉁스럽다.,"[160, 161, 162, 19, 84, 21, 86, 14, 79, 30, 95, 45, 110, 163, 59, 124]","[137.0, 137.0, 137.0, 94.0, 94.0, 94.0, 94.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0]",method1_keyword_rule_based
291,합병을 위한 물밑 작업에 들어갔다.,"[160, 2, 67]","[137.0, 82.0, 82.0]",method1_keyword_rule_based
292,지진이 해일을 일으켰다.,"[46, 111, 160, 163, 14, 79]","[94.0, 94.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
293,"첫째, 일찍 자고 일찍 일어난다.","[37, 102, 149, 62, 127, 163]","[99.0, 99.0, 89.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
294,화려한 블라우스는 단순한 하의와 잘 어울린다.,"[160, 161, 162, 163]","[72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
295,해당 조각은 다른 곳에서는 그 유래를 찾아볼 수 없는 희귀한 것이어서 매우 주목된다.,"[42, 107, 14, 46, 79, 111, 163]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
296,"일(자녀 교육, 성장, 글로벌 환경(일본, 이스라엘, 독일 등))","[5, 70, 24, 89, 30, 95, 42, 107, 56, 121, 163, 142]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
297,하니 바람이 불고 있다.,"[2, 67, 14, 79, 64, 129, 13, 78, 160, 161, 163, 30, 95, 6, 71, 15, 80, 22, 87, 42, 107]","[99.0, 99.0, 99.0, 99.0, 94.0, 94.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
298,아마 민서가 세윤이보다 학교에 먼저 올 걸요.,"[160, 161, 162, 163, 7, 46, 72, 111, 11, 76, 164, 142]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 72.0]",method1_keyword_rule_based
299,손을 잡아줄께요.,"[26, 91, 160, 161, 162, 163]","[82.0, 82.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
300,가디건,"[46, 111, 163]","[77.0, 77.0, 77.0]",method1_keyword_rule_based
301,두 사람의 손은 그들 사이의 거리를 보여 주듯 닿을락말락한 상태였다.,"[148, 9, 74, 13, 78, 18, 83, 47, 112, 163, 26, 91, 10, 75, 14, 79, 58, 123, 59, 124, 145, 152]","[89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
302,현재 입헌군주제를 채택하고 있는 나라로는 영국과 일본이 있겠다.,[163],[72.0],method1_keyword_rule_based
303,그 잡지는 월간지이다.,"[160, 161, 162, 30, 95, 45, 110, 163, 15, 80]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
304,내일은 해돋이를 보러 갈 계획이다.,"[61, 126, 24, 89, 46, 111, 163, 14, 79, 160, 161, 162, 149]","[171.0, 171.0, 169.0, 169.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
305,7월밖에 안 되었지만 벌써 이번 연도 목표를 달성했다.,"[13, 78, 7, 72, 14, 79, 39, 104, 12, 77, 59, 124, 160, 163]","[94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 74.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based
306,아무도 날 기억하지 못한다고 해도 괜찮아.,"[45, 110, 14, 79, 52, 117, 39, 104, 42, 107, 163]","[137.0, 137.0, 99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
307,그 사람은 호피무늬 상의를 입고 있었어요.,"[160, 161, 162, 148, 30, 95, 45, 110, 163, 58, 123, 59, 124, 145, 152]","[137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
308,그 문제는 찍어서 맞췄다.,"[160, 161, 162, 30, 95, 45, 110, 163, 7, 46, 72, 111, 59, 124]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0, 74.0]",method1_keyword_rule_based
309,방 안은 숨소리가 들릴만큼 조용했다.,"[10, 75, 2, 67, 11, 76, 14, 79, 42, 107, 8, 73, 163, 23, 88]","[82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
310,이 집은 마당이 넓다랗다.,"[160, 161, 162, 163, 42, 107, 5, 70, 14, 79]","[137.0, 137.0, 137.0, 137.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
311,요즘 들어 형의 행동이 눈에 띄게 달라졌다.,"[30, 95, 27, 92, 163, 160, 59, 124, 137]","[169.0, 169.0, 94.0, 94.0, 82.0, 82.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
312,녹록지 않은 상대를 만났다.,"[51, 116]","[89.0, 89.0]",method1_keyword_rule_based
313,곧바로 전화가 걸려 왔다.,[163],[77.0],method1_keyword_rule_based
314,내년에 뿌릴 씨앗은 뒤웅박에 담아 두었다.,"[22, 87, 46, 111]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
315,활주로에서뿐만 아니라 항공 모함에서도 날아오를 수 있다.,"[163, 160, 161, 162]","[77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
316,대학에 가더니 아주 멋쟁이가 되어서 왔어.,"[13, 78, 22, 87, 139, 163, 160, 161, 162, 46, 111]","[169.0, 169.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
317,자주 가던 자기만의 스폿 같은 데 있잖아요.,"[31, 96, 37, 60, 102, 125, 13, 78, 35, 100, 58, 123, 163, 7, 72, 46, 111]","[169.0, 169.0, 99.0, 99.0, 99.0, 99.0, 94.0, 94.0, 94.0, 94.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
318,그것은 내가 읽었던 것과 같은 책이었다.,"[46, 111, 45, 110, 142, 14, 79, 160, 161, 162, 7, 72, 13, 78, 21, 86, 24, 89, 39, 104]","[137.0, 137.0, 99.0, 99.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
319,아스팔트 위로 아지랑이가 피어올랐다.,"[21, 86, 160, 163, 161, 162]","[173.0, 173.0, 82.0, 82.0, 72.0, 72.0]",method1_keyword_rule_based
320,나는 열 여덟 살이다.,"[46, 111, 163, 26, 91, 7, 72, 13, 78, 14, 79, 21, 86, 23, 88, 28, 30, 93, 95]","[137.0, 137.0, 137.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
321,혹시라도 아기가 깨질까 봐 조심이 옮겼다.,"[160, 163, 161, 162]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
322,무엇이 잘못되었는지 곰곰이 생각해 보았다.,"[45, 110, 52, 117, 4, 69, 163, 14, 79, 145, 149, 160]","[99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 72.0]",method1_keyword_rule_based
323,할머니는 꽃무늬 조끼를 입고 계셨다.,"[10, 75, 64, 129, 163, 26, 91, 131, 39, 104, 4, 69, 160, 161, 155]","[94.0, 94.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 76.0]",method1_keyword_rule_based
324,인생은 성실로서 이루어지는 것이다.,"[14, 79, 163, 160, 161, 162]","[82.0, 82.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
325,"이후""의 사전적 의미는 '기준이 되는 때를 포함하여 그보다 뒤.'로 되어 있습니다.","[160, 161, 162, 163, 23, 88, 64, 129, 14, 79, 53, 118]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
326,"오후 7시, 19분","[160, 161, 162, 163]","[82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
327,그냥 제가 서 있을게요.,"[163, 7, 46, 72, 111, 22, 87, 160, 161, 162, 11, 76, 14, 79, 20, 85, 13, 78, 42, 107]","[137.0, 137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
328,영국 스트리트를 걸으면 영국 사람이 된 것 같은 기분이 든다.,"[160, 23, 88, 163, 161, 162]","[77.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
329,오늘도 열심히 운동해야지.,"[143, 160, 161, 162, 163, 14, 46, 79, 111, 149]","[89.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
330,그 나무는 여름쯤에 잎이 초록색으로 변해요.,"[160, 161, 162, 13, 78, 0, 65, 1, 66, 9, 74, 10, 75, 149, 30, 95, 45, 110, 147]","[137.0, 137.0, 137.0, 99.0, 99.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 89.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
331,와편 담장은 수막새와 암막새를 반복하여 장식한 흙담이다.,"[163, 14, 79, 21, 86, 23, 88, 30, 95, 19, 84, 52, 117, 53, 118]","[137.0, 137.0, 137.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
332,오랜만에 바깥 공기를 쐐였다.,"[32, 97, 14, 79, 13, 78, 26, 91, 163]","[169.0, 169.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
333,이번에 바뀐 업무 진행 순서도 일하는 방식의 하나로서 좋은 것 같습니다.,"[142, 144, 153, 160, 161, 162, 163, 4, 69]","[89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
334,슈퍼마켓,"[30, 95, 160, 163]","[72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
335,이 사람들은 제 친구들이예요.,"[160, 161, 162, 163, 148, 5, 70, 14, 79, 11, 76, 13, 78, 42, 107, 58, 123, 59, 124, 145, 152]","[137.0, 137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
336,무릎을 꿇은 채 다급히 외쳤다.,"[4, 69, 163, 2, 67, 23, 88, 13, 78, 133, 138]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
337,내 딱지로 친구의 딱지를 맞춰서 뒤집었다.,"[60, 125, 46, 111, 14, 79, 7, 72, 13, 78, 21, 86, 24, 89, 39, 104, 160, 163]","[169.0, 169.0, 137.0, 137.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
338,안개가 거친 마을은 덜 을씨년스러웠다.,"[42, 107, 46, 111, 163]","[94.0, 94.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
339,2023. 4. 14. ~ 4. 28.,[],[],method1_keyword_rule_based
